"SCHED_NAME","TRIGGER_NAME","TRIGGER_GROUP","CRON_EXPRESSION","TIME_ZONE_ID"
"ClusteredScheduler","ragStatusSetupTrigger","DEFAULT","0 0 * * * ?","GB"
